;;Общо;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80+;
2022;Общо;6447710;56526;56404;57313;57591;58226;60159;61443;60761;62259;59773;61112;61364;65114;69221;66153;64346;61975;59956;58882;56462;53690;53246;56660;57113;51431;49249;54337;54163;59119;63445;66391;71151;78376;82127;84063;83654;86667;85316;86850;87273;87356;89029;90834;95665;95927;99812;102004;102485;105294;99292;93150;95677;98983;100398;98308;86692;85332;87134;89863;90651;91012;93380;93275;90448;90965;91034;93383;92591;88734;88582;86218;82028;90970;84755;79050;72580;72124;61613;52926;50507;328288;
