;;брой;
;;2022;
;;Механичен прираст;
Общо;Общо;27444;
Общо;0 - 4;2379;
Общо;5 - 9;1640;
Общо;10 - 14;982;
Общо;15 - 19;1631;
Общо;20 - 24;2506;
Общо;25 - 29;2704;
Общо;30 - 34;2678;
Общо;35 - 39;2384;
Общо;40 - 44;1932;
Общо;45 - 49;1640;
Общо;50 - 54;1811;
Общо;55 - 59;2009;
Общо;60 - 64;2226;
Общо;65 - 69;1663;
Общо;70 - 74;-147;
Общо;75 - 79;-165;
Общо;80+;-429;
